x1,x2,x1dot,x2dot,fX,mode_fsign,sigma
-1.81107725558962,1.22505336696808,1.22505336696808,0.586023888621546,-6.56277729165936,2,-1
-1.78764371205187,1.23588635081725,1.23588635081725,0.55175736123462,-6.3204152317783,2,-1
-1.76401005687387,1.24607104095579,1.24607104095579,0.51793901591808,-6.07918084391896,2,-1
-1.74018855492786,1.25561600916211,1.25561600916211,0.484572545765753,-5.83927827480289,2,-1
-1.71619130571224,1.26452989149736,1.26452989149736,0.451661414214874,-5.60090395722836,2,-1
-1.69164829500622,1.27294710169973,1.27294710169973,0.418701193306487,-5.36053235874651,2,-1
-1.66694860212027,1.28073134490561,1.28073134490561,0.386217257214665,-5.12212185206919,2,-1
-1.64210438213251,1.28789186404139,1.28789186404139,0.354212518091121,-4.88585380776303,2,-1
-1.61712760950086,1.29443795215223,1.29443795215223,0.322689657348629,-4.65190135573866,2,-1
-1.5916498261004,1.30046416465764,1.30046416465764,0.291185661442767,-4.41695023551527,2,-1
-1.56605975344638,1.3058766843715,1.3058766843715,0.26018306907488,-4.18471910086383,2,-1
-1.54036934565878,1.31068537908062,1.31068537908062,0.229683966578161,-3.95536324947579,2,-1
-1.51459036162261,1.3149001512105,1.3149001512105,0.199690210412107,-3.72902940783135,2,-1
-1.48835451597761,1.31857990779215,1.31857990779215,0.169774608185462,-3.5026058171429,2,-1
-1.4620512578175,1.32166883611556,1.32166883611556,0.140382421701942,-3.27957144690673,2,-1
-1.43569225525235,1.32417737873996,1.32417737873996,0.111514876512395,-3.06005307043999,2,-1
-1.40928896726622,1.32611599624754,1.32611599624754,0.0831729710186804,-2.84416875965573,2,-1
-1.38247167117037,1.32751099663403,1.32751099663403,0.0549606745363442,-2.62900021599201,2,-1
-1.35563190593905,1.3283412760144,1.3283412760144,0.0272906299246518,-2.41778927316138,2,-1
-1.32878097469806,1.32861779908688,1.32861779908688,0.000163175611185951,-2.21063257555326,2,-1
-1.30192995834369,1.32835153097645,1.32835153097645,-0.0264215726327601,-2.00761813383009,2,-1
-1.27470582169756,1.32753821231512,1.32753821231512,-0.0528323906175583,-1.80601220426048,2,-1
-1.24750386889031,1.32618918535265,1.32618918535265,-0.0786853164623467,-1.60882404187535,2,-1
-1.22033496507544,1.32431588298896,1.32431588298896,-0.103980917913524,-1.4161193780113,2,-1
-1.19320974089475,1.32192972010035,1.32192972010035,-0.128719979205606,-1.2279555676271,2,-1
-1.16572304801476,1.31899386445099,1.31899386445099,-0.153270816436225,-1.04159673574577,2,-1
-1.13830274308771,1.31555292685893,1.31555292685893,-0.177250183771217,-0.860013193499703,2,-1
-1.11095921593555,1.31161878890476,1.31161878890476,-0.200659572969213,-0.683239834082351,2,-1
-1.08370260945489,1.30720329477587,1.30720329477587,-0.223500685320978,-0.51130357810096,2,-1
-1.06267890694126,1.30346401218226,1.30346401218226,-0.240785105241001,-0.381600654030788,2,-1
-1.04171765529999,1.29944907568512,1.29944907568512,-0.257731420385134,-0.25481105383977,2,-1
-1.02082325015309,1.29516392403606,1.29516392403606,-0.274340673882965,-0.130937974599761,2,-1
-1,1.290613976567,1.290613976567,-0.290613976566999,-0.00998207631846824,2,-1
-0.99999999,1.290613976567,1.290613976567,1.6453069782835,-0.00998201882895455,2,-1
-0.994963757037398,1.29701484408006,1.29701484408006,1.64347117907743,0.0189001831304068,1,1
-0.989902622390596,1.30340851019753,1.30340851019753,1.64160687748936,0.0477783378300769,1,1
-0.984816614307235,1.30979486391908,1.30979486391908,1.63971404626677,0.076650112095333,1,1
-0.979705761467589,1.3161737941402,1.3161737941402,1.63779265853769,0.105513162946124,1,1
-0.953779860604669,1.34795319852845,1.34795319852845,1.6277564598689,0.249614885308613,1,1
-0.927237391803319,1.379530290651,1.379530290651,1.61700253712882,0.393141621480878,1,1
-0.900082428228549,1.41089107177197,1.41089107177197,1.60552796411453,0.535790102283652,1,1
-0.872319317347988,1.4420214920582,1.4420214920582,1.59333006337709,0.677251731437206,1,1
-0.842598855007578,1.47435908193718,1.47435908193718,1.57977839597617,0.823777112898559,1,1
-0.812222176261555,1.50641233607493,1.50641233607493,1.56542834429902,0.96829160324853,1,1
-0.781195241710522,1.5381649580982,1.5381649580982,1.55027772075962,1.11042472338794,1,1
-0.749524345849393,1.56960061486456,1.56960061486456,1.53432465328167,1.24980147587253,1,1
-0.717041396056119,1.60086857052384,1.60086857052384,1.51747568131804,1.38676335272839,1,1
-0.683921341978745,1.63178294296266,1.63178294296266,1.49981281346007,1.5201676085149,1,1
-0.650171599225128,1.66232704342484,1.66232704342484,1.48133512093755,1.64962270522567,1,1
-0.61579992649214,1.69248417260657,1.69248417260657,1.46204201279543,1.77473475795639,1,1
-0.580666362136268,1.72236157878292,1.72236157878292,1.44184715152773,1.89560263456962,1,1
-0.544922357431736,1.75181498111844,1.75181498111844,1.42082984799095,2.01129026737163,1,1
-0.508576810664593,1.7808274588889,1.7808274588889,1.39899054010904,2.12139544649714,1,1
-0.471638968715207,1.80938210947168,1.80938210947168,1.37633002345105,2.22551615604677,1,1
-0.433972707739186,1.83756932989225,1.83756932989225,1.35275737268531,2.32361505881745,1,1
-0.395729303673334,1.86526111371541,1.86526111371541,1.32835986053104,2.41487484083854,1,1
-0.356919165820774,1.89244043997449,1.89244043997449,1.30313938580802,2.49889361856615,1,1
-0.317553054721883,1.91909033658439,1.91909033658439,1.27709822301408,2.57527255382118,1,1
-0.277497230215214,1.94528697653203,1.94528697653203,1.25014071848123,2.64384796602975,1,1
-0.236904192963574,1.9709162632215,1.9709162632215,1.22236232457432,2.70393570354712,1,1
-0.195785880468324,1.99596121255769,1.99596121255769,1.19376648674717,2.75514639175754,1,1
-0.154154581138938,2.02040492205613,2.02040492205613,1.164357042167,2.79709680494543,1,1
-0.111877936758351,2.04431101117247,2.04431101117247,1.13403344234458,2.82950424225244,1,1
-0.0691106355982494,2.06757789460301,2.06757789460301,1.10289958289975,2.85183669989216,1,1
-0.0258661489694009,2.09018876801201,2.09018876801201,1.0709605329754,2.86373044777741,1,1
0.017841704334656,2.11212694316912,2.11212694316912,1.03822176724991,2.86483118891187,1,1
0.0539715623860996,2.12958061815831,2.12958061815831,1.01081874669306,2.85745268526026,1,1
0.0903947455004887,2.14656296547013,2.14656296547013,0.982886737234574,2.84242104645178,1,1
0.127103147800947,2.16306500344261,2.16306500344261,0.954429353920359,2.81955803886307,1,1
0.164088511528743,2.17907781601961,2.17907781601961,0.925450396481064,2.78869098565143,1,1
0.199108171026918,2.19367931121114,2.19367931121114,0.897731484578652,2.7522191255995,1,1
0.234358126434507,2.20783319272229,2.20783319272229,0.869558469926637,2.708390260787,1,1
0.269831150123781,2.22153221533276,2.22153221533276,0.840934957542598,2.6570756851701,1,1
0.305519899454642,2.2347691945587,2.2347691945587,0.811864697824709,2.59815191393117,1,1
0.344426714263522,2.24858278806713,2.24858278806713,0.779864679770041,2.52557605764506,1,1
0.383568428797775,2.26183652066663,2.26183652066663,0.747349831535538,2.44378450964439,1,1
0.422935248719216,2.27452150235541,2.27452150235541,0.714325502458488,2.35264262724217,1,1
0.46251722721707,2.28662894048249,2.28662894048249,0.680797243024174,2.25202413996278,1,1
0.504362925934499,2.29872864635331,2.29872864635331,0.645001397242157,2.13586131516909,1,1
0.54642346891369,2.31017005021605,2.31017005021605,0.608661556194337,2.00896250138446,1,1
0.588686750591238,2.32094328733897,2.32094328733897,0.571784893078249,1.87121295287599,1,1
0.631140488092236,2.33103862973524,2.33103862973524,0.534378826775384,1.7225095937946,1,1
0.675135941682286,2.34073538371748,2.34073538371748,0.495231750176456,1.55747891165671,1,1
0.719307048453878,2.34968967327602,2.34968967327602,0.455537788184132,1.38060076733425,1,1
0.763639727755367,2.35789128105815,2.35789128105815,0.415305912773711,1.19180330671764,1,1
